FEINumber,LegalName,AddressLine1,AddressLine2,City,StateCode,State,ZipCode,CountryCode,CountryName,Region,ActionType,ActionTakenDate,FiscalYear,CaseInjunctionID,FirmProfile,WarningLetterLink
3004669670,Sparboe Farms / Prairie Complex,65018 US Highway 12,unavailable,Litchfield,MN,Minnesota,55355-5335,US,United States,Domestic,Warning Letter,2011-11-16,2012,196815,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004669670,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004669670"
3003731382,"Sparboe Farms, Inc.",6339 County Road 47,unavailable,Hudson,CO,Colorado,80642-9403,US,United States,Domestic,Warning Letter,2011-11-16,2012,196815,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003731382,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003731382"
3008510957,New Horizon Cooperative,1979 Iowa Ave,unavailable,Britt,IA,Iowa,50423-8588,US,United States,Domestic,Warning Letter,2011-11-16,2012,196815,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008510957,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008510957"
3004393766,The Herbalist Inc,10559b Ravenna Ave Ne,unavailable,Seattle,WA,Washington,98125-7745,US,United States,Domestic,Warning Letter,2017-05-25,2017,513195,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004393766,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004393766"
1000139959,Life Rising Corporation,7884 S Quincy St,unavailable,Willowbrook,IL,Illinois,60527-8429,US,United States,Domestic,Warning Letter,2017-05-25,2017,516209,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000139959,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/life-rising-corporation-516209-05252017
1000125507,"American Sea Food Company, Inc.",4904 N Harbor Dr Ste 102,unavailable,San Diego,CA,California,92106-2357,US,United States,Domestic,Warning Letter,2010-05-28,2010,100746,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000125507,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000125507"
3010297730,"Biogenix USA, LLC",2650 Holcomb Bridge Rd Ste 520,unavailable,Alpharetta,GA,Georgia,30022-5374,US,United States,Domestic,Warning Letter,2014-12-11,2015,417015,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010297730,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010297730"
3003316825,RZM Food Factory,440 Pau Hana Rd,unavailable,Makawao,HI,Hawaii,96768-8105,US,United States,Domestic,Injunction,2014-12-11,2015,270,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003316825,
3014711620,"PotNetwork Holdings, Inc.",3531 Griffin Rd,unavailable,Fort Lauderdale,FL,Florida,33312-5444,US,United States,Domestic,Warning Letter,2019-03-28,2019,564030,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014711620,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/potnetwork-holdings-inc-564030-03282019
3014131312,Diamond CBD LTD,3531 Griffin Rd,unavailable,Fort Lauderdale,FL,Florida,33312-5444,US,United States,Domestic,Warning Letter,2019-03-28,2019,564030,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014131312,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014131312"
3014131899,First Capital Venture Co,3531 Griffin Rd,unavailable,Fort Lauderdale,FL,Florida,33312-5444,US,United States,Domestic,Warning Letter,2019-03-28,2019,564030,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014131899,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014131899"
1000120513,"Deshaies' Associates, Inc., Dba Deshaies' Lobster Salad",518 Sabattus St,unavailable,Lewiston,ME,Maine,04240-4114,US,United States,Domestic,Warning Letter,2011-08-02,2011,188992,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000120513,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000120513"
3005309011,Gaspari Nutra LLC,575 Prospect St Ste 301,unavailable,Lakewood,NJ,New Jersey,08701-5040,US,United States,Domestic,Warning Letter,2011-03-02,2011,145292,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005309011,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005309011"
1000120718,"Four Seas, Inc.",7 Fid Kennedy Ave,unavailable,Boston,MA,Massachusetts,02210-2657,US,United States,Domestic,Warning Letter,2011-03-02,2011,153352,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000120718,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000120718"
3006700324,Siebert LLC,515 N 4th St # 3,unavailable,Coeur D Alene,ID,Idaho,83814-2927,US,United States,Domestic,Warning Letter,2013-08-12,2013,397220,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006700324,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006700324"
3010149843,Papaya Organics LLC,2150 S Central Expy Ste 200,unavailable,Mckinney,TX,Texas,75070-4000,US,United States,Domestic,Warning Letter,2013-08-12,2013,396188,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010149843,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010149843"
1000121385,Nutri Spec Testing,4729 Lucerne Rd,unavailable,Indiana,PA,Pennsylvania,15701-6002,US,United States,Domestic,Warning Letter,2014-12-23,2015,435730,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000121385,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000121385"
3006622546,Diphasic Analyses Inc. dba Nutri-Spec,89 Swamp Rd,unavailable,Mifflintown,PA,Pennsylvania,17059-7462,US,United States,Domestic,Warning Letter,2014-12-23,2015,435734,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006622546,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006622546"
3009872547,Marumi,2 Chome 9-6 Shin'Imazato,Ikuno; Shin'Imazato; Ikuno,Osaka,unavailable,unavailable,unavailable,JP,Japan,Foreign,Warning Letter,2014-12-23,2015,444514,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009872547,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009872547"
3010927797,"NP Foods Ltd., Starburadze Production Facility",Artilerijas Iela 55,unavailable,Riga,unavailable,unavailable,unavailable,LV,Latvia,Foreign,Warning Letter,2014-12-23,2015,444399,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010927797,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010927797"
3010140870,Madras Groceries,1187 W El Camino Real,unavailable,Sunnyvale,CA,California,94087-1026,US,United States,Domestic,Warning Letter,2022-03-28,2022,626403,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010140870,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/madras-groceries-626403-03282022
3005485631,Lecs Usa Inc,1410 Boyd St,unavailable,Los Angeles,CA,California,90033-3715,US,United States,Domestic,Warning Letter,2022-03-28,2022,623164,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005485631,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lecs-usa-inc-623164-03282022
3008394863,Bhan Kanom Thai Inc.,3235 N San Fernando Rd Unit 2b,unavailable,Los Angeles,CA,California,90065-1434,US,United States,Domestic,Warning Letter,2022-03-28,2022,625822,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008394863,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bhan-kanom-thai-inc-625822-03282022
3004553607,Healthy World Distributing,206 N 4th Ave Ste 147,unavailable,Sandpoint,ID,Idaho,83864,US,United States,Domestic,Warning Letter,2010-05-11,2010,101765,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004553607,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004553607"
1000121867,"R P Gomes, Inc.",1889 Route 9 Ste 41 Unit 41,unavailable,Toms River,NJ,New Jersey,08755-1273,US,United States,Domestic,Warning Letter,2009-05-27,2009,49059,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000121867,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000121867"
3008780432,Iowa Egg Company Inc,3407 Kirkwood Ave,unavailable,Osage,IA,Iowa,50461-8568,US,United States,Domestic,Warning Letter,2023-12-15,2024,663904,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008780432,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/iowa-egg-company-inc-663904-12152023
3012138592,"TBN Labs, LLC.",300 Oser Ave,unavailable,Hauppauge,NY,New York,11788-3608,US,United States,Domestic,Injunction,2023-12-15,2024,10,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3012138592,
3008422727,Garlic Rx,182 San Miguel St,unavailable,Avila Beachavila Beach,CA,California,93424,US,United States,Domestic,Warning Letter,2012-10-10,2013,312898,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008422727,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008422727"
3008398389,My Chai Inc,1110 Se Centennial St Ste 6,unavailable,Bend,OR,Oregon,97702-1344,US,United States,Domestic,Warning Letter,2014-11-07,2015,440848,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008398389,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008398389"
3010986545,"5 Spoke Creamery, LLC",1089 Pulaski Hwy,unavailable,Goshen,NY,New York,10924-6116,US,United States,Domestic,Warning Letter,2018-10-19,2019,559898,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010986545,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/5-spoke-creamery-llc-559898-10192018
3004388746,GOLD STAR DISTRIBUTION INC,1000 Humboldt Ave N,unavailable,Minneapolis,MN,Minnesota,55411-3964,US,United States,Domestic,Warning Letter,2018-10-19,2019,562931,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004388746,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004388746"
1000122491,Premier Produce LLC,2521 Ring Rd,unavailable,Elizabethtown,KY,Kentucky,42701-9107,US,United States,Domestic,Warning Letter,2018-10-19,2019,553107,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000122491,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/premier-produce-llc-553107-10192018
1000122633,Euro USA Inc,4481 Johnston Pkwy,unavailable,Cleveland,OH,Ohio,44128-2952,US,United States,Domestic,Warning Letter,2023-11-22,2024,666173,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000122633,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/euro-usa-inc-666173-11222023
3000718014,"Cherry Point Products, Inc.",22 Cherry Point Road,unavailable,Milbridge,ME,Maine,04658-3608,US,United States,Domestic,Warning Letter,2012-12-07,2013,381178,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3000718014,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3000718014"
1000122724,Basic Organics Inc,885 Claycraft Rd,unavailable,Gahanna,OH,Ohio,43230-6850,US,United States,Domestic,Warning Letter,2012-12-07,2013,296697,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000122724,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000122724"
3004388413,"Martin Preferred Foods, L.P.",1403 E Houston St,unavailable,San Antonio,TX,Texas,78202-2738,US,United States,Domestic,Warning Letter,2012-11-15,2013,417808,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004388413,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004388413"
3000071618,Fishermans Market Ltd.,607 Bedford Hwy,unavailable,Halifax,unavailable,unavailable,unavailable,CA,Canada,Foreign,Warning Letter,2012-11-15,2013,375479,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3000071618,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3000071618"
1000122920,Pandora Baking Co.,8532 Terminal Rd Ste Q,unavailable,Lorton,VA,Virginia,22079-1428,US,United States,Domestic,Warning Letter,2012-11-15,2013,377580,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000122920,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000122920"
3003661316,"Nutrafill, LLC",655 Crawford St Ne,unavailable,Dawson,GA,Georgia,39842-1228,US,United States,Domestic,Warning Letter,2012-11-15,2013,327238,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003661316,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003661316"
1000123011,"Dutchman's Bakeshop, LLC",1300 Hopeman Pkwy,unavailable,Waynesboro,VA,Virginia,22980-1950,US,United States,Domestic,Seizure,2013-09-16,2013,408027,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000123011,
3005301534,"Royal Cup, Inc.",39 Hutchwood Ln,unavailable,Waynesboro,VA,Virginia,22980-7336,US,United States,Domestic,Seizure,2013-09-16,2013,409598,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005301534,
1000123011,"Dutchman's Bakeshop, LLC",1300 Hopeman Pkwy,unavailable,Waynesboro,VA,Virginia,22980-1950,US,United States,Domestic,Warning Letter,2015-02-03,2015,449931,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000123011,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000123011"
1000123155,"Sweet Springs Valley Water Co., Inc.",1598 Rowan Rd,unavailable,Gap Mills,WV,West Virginia,24941-8715,US,United States,Domestic,Warning Letter,2017-03-07,2017,513227,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000123155,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/sweet-springs-valley-water-co-inc-513227-03072017
3015283754,"Top Health Manufacturing, LLC",9434 S 3200 W,unavailable,Payson,UT,Utah,84651-9703,US,United States,Domestic,Warning Letter,2024-06-03,2024,671665,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015283754,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/top-health-manufacturing-llc-671665-06032024
3015202494,Choo's Enterprises Ltd,Jordan'S Complex,unavailable,Saint Michael,unavailable,unavailable,unavailable,BB,Barbados,Foreign,Warning Letter,2024-06-03,2024,683922,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3015202494,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/choos-enterprises-ltd-683922-06032024
1000123383,"Dollar Tree Distribution, Inc.",500 Volvo Pkwy,unavailable,Chesapeake,VA,Virginia,23320-1604,US,United States,Domestic,Warning Letter,2024-06-03,2024,674301,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000123383,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000123383"
3014859856,"Dalian Lingfa Food Co., Ltd.",Dengshahe Town,Jinzhou District,Dalian,unavailable,unavailable,unavailable,CN,China,Foreign,Warning Letter,2024-06-03,2024,681016,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014859856,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dalian-lingfa-food-co-ltd-681016-06032024
1000123930,Amor Nino Foods Inc,1928 Homerule St,unavailable,Honolulu,HI,Hawaii,96819-2243,US,United States,Domestic,Warning Letter,2012-05-11,2012,301918,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000123930,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000123930"
1000123930,Amor Nino Foods Inc,1928 Homerule St,unavailable,Honolulu,HI,Hawaii,96819-2243,US,United States,Domestic,Warning Letter,2023-06-26,2023,652778,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000123930,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/amor-nino-foods-inc-652778-06262023
1000124040,"Basic Food Flavors, Inc.",3950 E Craig Rd,unavailable,North Las Vegas,NV,Nevada,89030-7504,US,United States,Domestic,Warning Letter,2010-06-23,2010,107026,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000124040,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000124040"
3005329389,"Diapro, Inc.",26504 Bouquet Canyon Rd # 173,unavailable,Santa Clarita,CA,California,91350-2353,US,United States,Domestic,Warning Letter,2008-10-17,2009,28366,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005329389,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005329389"
3005077990,"Amarc Enterprises, Inc.",1339 Broadway,unavailable,El Cajon,CA,California,92021-5811,US,United States,Domestic,Warning Letter,2012-12-11,2013,333858,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005077990,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005077990"
1000125216,"Titan Medical Enterprises, Inc. DBA U.S. Apothecary Labs",11100 Greenstone Ave,unavailable,Santa Fe Springs,CA,California,90670-4640,US,United States,Domestic,Injunction,2012-12-11,2013,228,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000125216,
1000125317,Bright Innovation Labs,26455 Ruether Ave,unavailable,Santa Clarita,CA,California,91350-2621,US,United States,Domestic,Warning Letter,2019-02-06,2019,561273,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000125317,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000125317"
3006101753,Nutrition Coalition Inc,2420 20th Ave S,unavailable,Moorhead,MN,Minnesota,56560-5920,US,United States,Domestic,Warning Letter,2019-02-06,2019,566090,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006101753,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006101753"
1000519781,Pierpont Seafood,1449 Spinnaker Dr Ste D,unavailable,Ventura,CA,California,93001-4355,US,United States,Domestic,Injunction,2009-05-28,2009,118,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000519781,
1000125449,"Sovereign Seafoods, Inc. dba Harbor Meat & Seafood",215 Helena Ave,unavailable,Santa Barbara,CA,California,93101-2319,US,United States,Domestic,Injunction,2009-05-28,2009,118,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000125449,
1000125602,Blue Poppy Enterprises Inc,4804 Se 69th Ave,unavailable,Portland,OR,Oregon,97206-4570,US,United States,Domestic,Warning Letter,2009-12-08,2010,71323,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000125602,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000125602"
3008496888,Productos Bredy USA LLC,7601 North Loop E,unavailable,Houston,TX,Texas,77028-6017,US,United States,Domestic,Warning Letter,2021-08-06,2021,614241,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008496888,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008496888"
1000125602,Blue Poppy Enterprises Inc,4804 Se 69th Ave,unavailable,Portland,OR,Oregon,97206-4570,US,United States,Domestic,Warning Letter,2021-08-06,2021,614126,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000125602,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/blue-poppy-enterprises-inc-614126-08062021
3014743216,La Ilusion Fresh Guava Inc.,10313 Long Ave,unavailable,Oak Lawn,IL,Illinois,60453-4642,US,United States,Domestic,Warning Letter,2022-05-12,2022,631141,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014743216,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/la-ilusion-fresh-guava-inc-631141-05122022
1000125993,Northwest Hazelnut Company Inc,19748 Highway 99e,unavailable,Hubbard,OR,Oregon,97032-9716,US,United States,Domestic,Warning Letter,2011-07-14,2011,182373,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000125993,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000125993"
3004381117,Rose Acre Farms Inc. White County Egg Farm,5408 W State Road 16,unavailable,Monon,IN,Indiana,47959-8067,US,United States,Domestic,Warning Letter,2011-07-14,2011,198972,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004381117,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004381117"
3001724520,Square One Foods,23781 3rd Ave,unavailable,Siren,WI,Wisconsin,54872-8112,US,United States,Domestic,Warning Letter,2009-03-20,2009,47139,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3001724520,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3001724520"
1000126621,"Interior Alaska Fish Processors, LLC",2400 Davis Rd,unavailable,Fairbanks,AK,Alaska,99701-5700,US,United States,Domestic,Warning Letter,2009-03-20,2009,50041,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000126621,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000126621"
3003260771,"Safie Specialty Foods Co., Inc",25565 Terra Industrial Dr,unavailable,Chesterfield,MI,Michigan,48051-2734,US,United States,Domestic,Warning Letter,2009-03-20,2009,47741,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003260771,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003260771"
3004334182,"RiboCor, Inc",7077 Northland Cir N,Suite 100,Minneapolis,MN,Minnesota,55428-1566,US,United States,Domestic,Warning Letter,2010-11-01,2011,124990,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004334182,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004334182"
1000126707,Vitality Products Company Inc.,1005 Pinnacle Way,unavailable,Greensburg,PA,Pennsylvania,15601-8758,US,United States,Domestic,Warning Letter,2010-11-01,2011,124972,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000126707,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000126707"
3003315518,"Eckerd Seafood, Inc.",729 Bay St,unavailable,Brunswick,GA,Georgia,31520-7910,US,United States,Domestic,Warning Letter,2010-11-01,2011,128850,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003315518,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003315518"
3003069671,"Hong's Merchandising Group, Inc.",9 Victoria Ter,unavailable,Ridgefield,NJ,New Jersey,07657-2127,US,United States,Domestic,Warning Letter,2010-11-01,2011,130531,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003069671,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003069671"
1000127012,Hood River Juice Company Inc,550 Riverside Dr,unavailable,Hood River,OR,Oregon,97031-1190,US,United States,Domestic,Warning Letter,2018-04-25,2018,544482,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000127012,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hood-river-juice-company-inc-544482-04252018
1000132217,"The Dutch Kettle, LLC",5016 Hunting Creek Church Rd,unavailable,Hamptonville,NC,North Carolina,27020-7750,US,United States,Domestic,Warning Letter,2016-04-15,2016,479571,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000132217,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000132217"
3001452735,Sanozen Inc,6317 Ne 131st Ave Ste 103,unavailable,Vancouver,WA,Washington,98682-5879,US,United States,Domestic,Warning Letter,2016-04-15,2016,486275,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3001452735,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3001452735"
1000135200,Chukar Cherry Company,320 Wine Country Rd,unavailable,Prosser,WA,Washington,99350-9797,US,United States,Domestic,Warning Letter,2019-06-27,2019,573446,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000135200,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000135200"
1000135313,All American Pharmaceuticals & Natural Foods Corp.,2376 Main St Ste 800,unavailable,Billings,MT,Montana,59105-4018,US,United States,Domestic,Warning Letter,2011-01-14,2011,132411,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000135313,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000135313"
3002729075,Sunset Natural Products Inc.,7345 SW 45th St,unavailable,Miami,FL,Florida,33155-4509,US,United States,Domestic,Injunction,2015-09-25,2015,279,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002729075,
1000135693,"Reser's Fine Foods, Inc. dba Fresh Creative Foods",3285 Corporate Vw,unavailable,Vista,CA,California,92081-8528,US,United States,Domestic,Warning Letter,2009-09-23,2009,69364,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000135693,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000135693"
3005215411,Three Sisters Snacks,12065 Hanson Blvd Nw,unavailable,Coon Rapids,MN,Minnesota,55448-1969,US,United States,Domestic,Warning Letter,2008-10-31,2009,37646,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005215411,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005215411"
1000135886,Felix Custom Smoking,17461 147th St Se Ste 1a,unavailable,Monroe,WA,Washington,98272-2736,US,United States,Domestic,Injunction,2023-03-15,2023,371,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=1000135886,
3008577022,M Circle M Canning Co,350 Crystal Ln.,unavailable,Seguin,TX,Texas,78215,US,United States,Domestic,Warning Letter,2013-01-29,2013,381259,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008577022,"no direct link access, find warning letters in firm profile instead: https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008577022"
