FEINumber,LegalName,AddressLine1,AddressLine2,City,StateCode,State,ZipCode,CountryCode,CountryName,Region,ProductType,Center,ActionType,ActionTakenDate,FiscalYear,CaseInjunctionID,FirmProfile
3005309011,Gaspari Nutra LLC,575 Prospect St Ste 301,,Lakewood,NJ,New Jersey,08701-5040,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-04-24,2012,285558,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005309011
3008148603,Muscle Warfare Inc,3133 Fortune Way Ste 15,,Wellington,FL,Florida,33414-8786,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-04-24,2012,283077,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008148603
3008358796,"Exclusive Supplements, Inc.",3000 Casteel Dr,,Coraopolis,PA,Pennsylvania,15108-9726,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-04-24,2012,284938,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008358796
3005732943,"SEI Pharmaceuticals, Inc.",3553 NW 50th St,,Miami,FL,Florida,33142-3931,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-04-24,2012,284940,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005732943
3008794535,"iSatori, Inc.",15000 W 6th Ave Ste 202,,Golden,CO,Colorado,80401-5047,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-04-24,2012,285538,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008794535
3004971488,"Nutrex Research, Inc.",579 S Econ Cir,,Oviedo,FL,Florida,32765-4304,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-04-24,2012,285498,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004971488
3002183064,Binh Minh Tofu,1180 Tully Rd Ste C,,San Jose,CA,California,95122-3068,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-02-09,2012,252734,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002183064
3004448310,"Mirrotek International, LLC",90 Dayton Ave Ste 22 Ste 1f,,Passaic,NJ,New Jersey,07055-7016,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-02-09,2012,244115,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004448310
3008667876,Bioanue Laboratories Inc.,123 Wood Tech Dr,,Rochelle,GA,Georgia,31079-6954,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-02-09,2012,202172,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008667876
3002183124,"The Bonami Baking Company, Inc.",380 E 10th St,,Pittsburg,CA,California,94565-2509,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-09-07,2022,633746,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002183124
3004291276,"Maharaja Food Importers, Inc.",720 Dowd Ave,,Elizabeth,NJ,New Jersey,07201-2108,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-05-13,2014,429634,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004291276
3004345695,"Louisa Food Products, Inc.",1918 Switzer Ave,,Saint Louis,MO,Missouri,63136-3756,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-05-13,2014,429248,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004345695
3003997609,"Fiber Foods, Inc.",2400 Florida Ave,,Norfolk,VA,Virginia,23513-4520,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-05-13,2014,413851,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003997609
3002256626,"Fong Kee Tofu Co., Inc.",1135 Revere Ave,,San Francisco,CA,California,94124-3422,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2015-02-10,2015,269,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002256626
3004283510,Citra Mina Seafood Corporation,Gsc Fish Port Comples,Lot 5; Tambler,South Cotabato,,,,PH,Philippines,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2008-10-08,2009,11687,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004283510
3003717930,Organizacion Agricultores Bo. Espino,Road 181,,San Lorenzo,PR,Puerto Rico,00754,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2008-10-08,2009,37446,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003717930
3002258942,Mackinac Straits Fish Co.,109 W Elliott St,,Saint Ignace,MI,Michigan,49781-1869,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2008-10-08,2009,27986,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002258942
3004275148,Keshodwala Foods (Unit 1),Plot No 305 Gidc Estate,,Veraval,,,,IN,India,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2015-08-03,2015,472941,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004275148
3002277610,Henh Wong Fresh Produce,2630 5th St Ste 92,,Sacramento,CA,California,95818-2826,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2015-08-03,2015,272,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002277610
3011415622,Chocolates Garoto LTDA,"Praca Meyerfreund, 1",,Vila Velha,,,,BR,Brazil,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2015-08-03,2015,472113,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011415622
3002280577,"Golden Gate Soy Products, Inc.",1265 Griffith St,,San Francisco,CA,California,94124-3408,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-11-28,2013,382358,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002280577
3004061426,Seapak O.C.I.,1620b Old Beach Rd,,Masset,,,,CA,Canada,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2012-11-28,2013,378238,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004061426
3002281312,Gilroy Spice Company,625 B San Juan Hollister Rd,,San Juan Bautista,CA,California,95045-9745,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-12-12,2012,223655,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002281312
3002303956,Gioia Cheese Company Inc.,1605 Potrero Ave,,South El Monte,CA,California,91733-3018,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-01-24,2013,362078,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002303956
3002306825,"Italfoods,  Inc.",205 Shaw Rd,,South San Francisco,CA,California,94080-6605,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2020-10-28,2021,610183,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002306825
3012712304,Eagles Song Health and Wellness LLC,206 Rhodena Dr,,Coupeville,WA,Washington,98239-9524,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2020-10-28,2021,609733,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3012712304
3004315824,"Xymogen Manufacturing, LLC",6900 Kingspointe Pkwy,,Orlando,FL,Florida,32819-6544,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-12-14,2012,218994,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004315824
3002315172,"The Cake Box, Inc.",3527 Wilkinson Ln,,Lafayette,CA,California,94549-4322,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-12-14,2012,238496,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002315172
3002315208,"Gloria's Pantry, Inc.",2551 S Rodeo Gulch Rd Ste 2,,Soquel,CA,California,95073-2057,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-06-03,2011,179215,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002315208
3002320547,"Kun Wo Food Products, Inc.",2939 16th St,,San Francisco,CA,California,94103-3612,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2016-04-27,2016,305,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002320547
3012026870,"Riddhi USA, Inc.",3333 Veterans Memorial Hwy Ste E,,Ronkonkoma,NY,New York,11779-7649,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2016-04-27,2016,490894,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3012026870
3002322608,"Bluegrass Ingredients, Inc",1117 Cleveland Ave,,Glasgow,KY,Kentucky,42141-1011,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-02-12,2014,414421,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002322608
3006798539,Alfred L.Wolff Inc,180 N Wabash Ave,,Chicago,IL,Illinois,60601-3608,US,United States,Domestic,Food/Cosmetics,CFSAN,Seizure,2010-06-04,2010,73323,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006798539
3002323428,"Nutraceutical Evolution, Inc.",1450 Sw 17th St,,Boca Raton,FL,Florida,33486-6506,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-06-04,2010,91904,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002323428
3004279131,Delaware Avenue Distribution Center,700 Pattison Ave,,Philadelphia,PA,Pennsylvania,19148-5339,US,United States,Domestic,Food/Cosmetics,CFSAN,Seizure,2010-06-04,2010,73323,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004279131
3002345822,"Sushi On a Roll, Inc",1620 National Ave,,San Diego,CA,California,92113-1009,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-12-16,2010,78024,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002345822
3002352562,"Bella Mia Foods, Inc.",99 Ellis St,,Staten Island,NY,New York,10307-1126,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2023-07-06,2023,653886,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002352562
3011442744,C K Frozen Fish and Food Inc.,16856 Douglas Ave,,Jamaica,NY,New York,11433-1242,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2023-07-06,2023,656061,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011442744
3016733839,Todos Medical USA Inc.,40 Wall St,Ste 2702,New York,NY,New York,10005-1304,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-12-07,2023,626258,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3016733839
3002356355,AMO and Wing Inc. dba T and H Trading Co.,968 89th Ave,,Oakland,CA,California,94621-1208,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-12-07,2023,638293,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002356355
3002357167,"Ten Ren Tea Company of San Francisco, Ltd",417 Eccles Ave,,South San Francisco,CA,California,94080-1902,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-07-31,2015,460427,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002357167
3002367682,Wa Heng Dou Fu and Soy Sauce Corporation,2451 26th Ave Ste 1,,Sacramento,CA,California,95822-2269,US,United States,Domestic,Food/Cosmetics,CFSAN,Injunction,2016-06-24,2016,293,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002367682
3002382670,P & L Bean Sprout Farm,266 Forest Manor Rd,,Cochranville,PA,Pennsylvania,19330-9623,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-08-01,2024,680777,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002382670
3016595768,DASADA GROUP LLC,2602 Kelley St Ste B,,Houston,TX,Texas,77026-2237,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-08-01,2024,689242,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3016595768
3002396099,Solar Farms Inc.,140 S Woodside Pkwy,,West Columbia,SC,South Carolina,29170-2733,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2009-11-04,2010,76805,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002396099
3003099841,"Gilchrist & Soames, Inc.",2425 E Perry Rd Ste 150,,Plainfield,IN,Indiana,46168-7620,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2016-03-16,2016,485833,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003099841
3009987593,BULCONS PARVOMAY AD,Malina Street 1,,Parvomay,,,,BG,Bulgaria,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2014-12-15,2015,445156,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009987593
3002486151,PRL Inc,84 W Fourth Ave,,Lobelville,TN,Tennessee,37097-3267,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2019-06-06,2019,568952,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002486151
3002538030,Florida's Finest Seafood Company,3628 NW 16th St,,Lauderhill,FL,Florida,33311-4150,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-04-03,2012,292558,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002538030
3008953827,K-Brand Farms,715 Glen Wild Rd,,Woodridge,NY,New York,12789-5012,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-04-03,2012,260734,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008953827
3002566175,Manns Fish Market,1249 E 20th St,,Caruthersville,MO,Missouri,63830-9278,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2017-06-20,2017,525533,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002566175
3005242800,Gourmet and More Inc.,2976 Alvarado St Ste D,,San Leandro,CA,California,94577-5731,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2020-08-06,2020,608887,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005242800
3011834264,"Custom Nutraceuticals, LLC",69 Mall Dr,,Commack,NY,New York,11725-5727,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2020-08-06,2020,606293,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011834264
3002575640,"La Sonorense, Inc.",5403 S Central Ave,,Phoenix,AZ,Arizona,85040-3050,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2020-08-06,2020,608067,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002575640
3011148671,Prime Nutrition,1120 Holland Dr Ste 19,,Boca Raton,FL,Florida,33487-2729,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,447356,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011148671
3011258737,Dseo LLC,11651 Sterling Ave,Suite L,Riverside,CA,California,92503-7115,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,447399,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011258737
3010634194,1ViZN LLC,1180 Mountain Springs Pkwy,,Springville,UT,Utah,84663-3007,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,447358,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010634194
3009299294,Genomyx Llc,12348 Sandy Creek Dr,,Riverside,CA,California,92503-0533,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,447337,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009299294
3012794100,"Powder City, LLC",160 S Hartman St Ste 1,,York,PA,Pennsylvania,17403-1853,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,447541,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3012794100
3011249705,Beta Labs,1817 N Reid Hooker,,Eads,TN,Tennessee,38028-7961,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,447354,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011249705
3011259382,"RPM Nutrition, LLC",30 Ryan Ave,,Norwalk,CT,Connecticut,06854-4630,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,447369,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011259382
3009658273,"Brand New Energy, LLC",1843 N Keystone St,,Burbank,CA,California,91504-3418,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,447545,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3009658273
3002580295,"Vital Pharmaceuticals, Inc. dba VPX Sports",1600 N Park Dr,,Weston,FL,Florida,33326-3278,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,446357,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002580295
3011221531,Iron Forged Nutrition,1249 National Pke Rd,Suite 101A,Hopwood,PA,Pennsylvania,15445,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,447334,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011221531
3010654193,Blackstone Labs Llc,3099 Nw 26th Ave,,Boca Raton,FL,Florida,33434-3645,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,447355,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010654193
3004003923,"5000 Years Foods, Inc.",984 Lee St,,Des Plaines,IL,Illinois,60016-6513,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,455138,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004003923
3005639076,Core Nutritionals,3830 9th St N,,Arlington,VA,Virginia,22203-5820,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,447359,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005639076
3011486899,Lecheek Nutrition,805 Cottonwood Rd # 3,,Harrison,AR,Arkansas,72601-6308,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,457211,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011486899
3004971488,"Nutrex Research, Inc.",579 S Econ Cir,,Oviedo,FL,Florida,32765-4304,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-24,2015,447322,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004971488
3002592648,"Dynamic Pharmaceuticals, Inc.",15431 Flight Path Dr,,Brooksville,FL,Florida,34604-6851,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-06-23,2011,160893,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002592648
3004248389,Losurdo Foods Inc,1 Losurdo Plaza 78 Sam Stratton Road,,Amsterdam,NY,New York,12010-5244,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-09-22,2014,427983,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004248389
3010453801,Evangel International Foods LLC,2727 Westside Dr,,Pasadena,TX,Texas,77502-4821,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-09-22,2014,442989,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3010453801
3018283271,"3RD Day Nutraceuticals, LLC",225 N Main St Ste 404,,Bristol,CT,Connecticut,06010-4926,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2021-07-08,2021,614321,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3018283271
3013168021,GUILLERMO OSUNA,6630 Camino Maquiladora,,San Diego,CA,California,92154-7521,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2021-07-08,2021,614265,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3013168021
3005699821,"B J Packers, Inc.",Carr # 3 Km 82.5,Zona Industrial Catano,Humacao,PR,Puerto Rico,00791,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2008-10-16,2009,28288,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005699821
3004668086,Supreme Seafood LLC,272 Dick George Rd,,Cave Junction,OR,Oregon,97523-9619,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2008-10-16,2009,38298,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004668086
3002625249,"Burch Equipment, LLC",685 Burch Rd,,Faison,NC,North Carolina,28341-7074,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2012-12-18,2013,361238,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002625249
3005868572,"Kosher Foods Unlimited, Inc",8758 W Pico Blvd,,Los Angeles,CA,California,90035-2211,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-04-19,2013,395525,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005868572
3004350393,Kato Suisan Co. Ltd.,1-82,Afun; Mashike-Cho,Mashike-Gun,,,,JP,Japan,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2013-04-19,2013,394487,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004350393
3008967695,Sushi USA Inc.,16006 Industrial Dr,,Gaithersburg,MD,Maryland,20877-1414,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-04-19,2013,395294,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008967695
3005382557,Gaea Products S.A.,1st Km National Road Agrinion-Karpenisi,,Agrinio,,,,GR,Greece,Foreign,Food/Cosmetics,CFSAN,Warning Letter,2015-04-16,2015,454758,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005382557
3002886884,T & L Trading Inc,1025 Carob Way,,Montebello,CA,California,90640-6208,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-04-16,2015,455034,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002886884
3012849371,Anglo Freight USA Inc.,417 Lively Blvd,,Elk Grove Village,IL,Illinois,60007-2011,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-08-05,2024,688299,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3012849371
3004325967,"Whole Foods Market Rocky Mountain/Southwest, L.P.",17900 E 32nd Ave Ste 10,,Aurora,CO,Colorado,80011-3362,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-03-20,2014,423703,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004325967
3002662273,Best Choice Trading Corp,146 Stewart Ave,,Brooklyn,NY,New York,11237-1129,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2014-03-20,2014,422863,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002662273
3011868173,"MCACO,  LTD",1610 W Polo Rd,,Grand Prairie,TX,Texas,75052-1852,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2022-04-22,2022,624606,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3011868173
3027620976,OCALSA PRODUCE LLC,2501 W Military Hwy,Suite #12,Mcallen,TX,Texas,78503-8955,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2023-06-22,2023,657269,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3027620976
3002675232,KPCM New York Inc.,5620 56th St,,Maspeth,NY,New York,11378-1132,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2018-03-16,2018,541761,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002675232
3014947119,"Oceanitan, Inc.",2937 E Pico Blvd,,Los Angeles,CA,California,90023-3629,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2023-09-07,2023,658436,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3014947119
3005125298,"Perfection Bakeries Inc, dba Aunt Millie's Bakeries",45789 Port St,,Plymouth,MI,Michigan,48170-6010,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2023-09-07,2023,657559,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005125298
3013836409,OCM GROUP USA INC,16555 Gale Ave,,City Of Industry,CA,California,91745-1713,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2020-10-16,2021,609106,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3013836409
3012087313,"IMMUSIST, LLC",2609 Jahn Ave Nw # F-12,,Gig Harbor,WA,Washington,98335-7912,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2020-10-16,2021,610053,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3012087313
3008429609,"UPC Texas, LLC",2301 Centennial Dr,,Arlington,TX,Texas,76011-6606,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-08-24,2015,455150,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008429609
3005553864,Interpage Co.,5600 1st Ave Unit 35,,Brooklyn,NY,New York,11220-2550,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2015-08-24,2015,477475,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005553864
3002681133,5C Seafood Group LP d/b/a Capt'n Chucky's Crab Cake Company,5149 W Chester Pike,,Newtown Square,PA,Pennsylvania,19073-1101,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-07-21,2011,168572,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002681133
3005352998,SI Marketing Inc.,619b Mapunapuna St,,Honolulu,HI,Hawaii,96819-2032,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-07-21,2011,189392,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3005352998
3012970536,"Cheshni Foods, LLC",2420 E Oakton St Ste V,,Arlington Heights,IL,Illinois,60005-4827,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2023-06-14,2023,659144,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3012970536
3003362678,Acquired Holding Inc,4505 Mattingly Ct,,Buckner,KY,Kentucky,40010-8830,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2010-02-24,2010,89104,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003362678
3003881404,"Lucky K.T. Co., Inc.",10925 Schmidt Rd,,El Monte,CA,California,91733-2707,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-01-26,2024,659663,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3003881404
3006630657,GRACE SUPPLY INC,13740 Pike Rd,,Missouri City,TX,Texas,77489-1015,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2024-01-26,2024,668552,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3006630657
3008778967,"Fremont Farms, L.C.",3205 295th St,,Fremont,IA,Iowa,52561-9433,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2011-10-21,2012,208874,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008778967
3004318426,ICA Health LLC,1340 E 20th St,,Tucson,AZ,Arizona,85719-6710,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2021-09-21,2021,614383,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3004318426
3008261117,Future Formulations Llc,1340 E 20th St,,Tucson,AZ,Arizona,85719-6710,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2021-09-21,2021,614383,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3008261117
3002702041,"Yoli, Inc. dba Mi Costenita",4251 W 129th St,,Alsip,IL,Illinois,60803-2018,US,United States,Domestic,Food/Cosmetics,CFSAN,Warning Letter,2013-03-12,2013,392314,https://datadashboard.fda.gov/ora/firmprofile.htm?FEIc=3002702041
